title,forma,manufacturer,image-src
"Суперум ВМК для мужчин","таблетки 1530 мг 30 шт.","Херкель Б.В., Нидерланды","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Карбопект","капсулы 110 мг, 20 шт.","Медисорб, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Актиферрин","капсулы 300 мг 50 шт.","Тева, Израиль","http://www.eapteka.ru/upload/offer_photo/245/47/1.jpg"
"Саб симплекс","суспензия 69.19 мг/мл , 30 мл","Пфайзер, США","http://www.eapteka.ru/upload/offer_photo/236/03/resized/230_230_1.jpg"
"Арнебия Магний+Витамин С","таблетки для рассасывания, 60 шт.","Нутрило, Германия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Живокост","бальзам для тела с хондроитином 75 мл","КоролевФарм, Россия","http://www.eapteka.ru/upload/offer_photo/237/002/resized/230_230_1.jpg"
"Педиакид (Pediakid) Пробиотик (Probiotiques) саше 10 шт.","упак.","Лаборатории Инелдиа, Франция","http://www.eapteka.ru/upload/offer_photo/256/099/resized/230_230_1.jpg"
"Компливит Кальций Д3 для женщин 45+ таблетки 30 шт.","упак.","Фармстандарт-Уфавита, Россия","http://www.eapteka.ru/upload/offer_photo/259/533/resized/230_230_1.jpg"
"Флорацид","таблетки 500 мг, 5 шт.","Валента Фарма, Россия","http://www.eapteka.ru/upload/offer_photo/235/220/resized/230_230_1.jpg"
"Кандид","таблетки вагинальные 500 мг, 1 шт.","Гленмарк, Индия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"ВитаМишки Мульти+ пастилки 60 шт.+Ледис формула Для волос, кожи и ногтей таблетки 15 шт.","упак.","Фарма-Мед, Канада","http://www.eapteka.ru/upload/offer_photo/248/547/1.jpg"
"Спермактин форте пакетики 10 г 15 шт","упак.","Вест Кост Лабораторис, США","http://www.eapteka.ru/upload/offer_photo/260/871/1.jpg"
"Холина альфосцерат р-р для в/вен. и в/мыш. введ. 250мг/мл 4 мл 3 шт.","упак.","Синтез, Курган","http://www.eapteka.ru/upload/offer_photo/262/305/1.jpg"
"Раствор Рингера","флаконы 500 мл, 20 шт","Гротекс, Россия","http://www.eapteka.ru/upload/offer_photo/235/791/1.gif"
"Кларитромицин СР таблетки покрыт.плен.об. пролонг. 500 мг","14 шт.","Вертекс, Россия","http://www.eapteka.ru/upload/offer_photo/233/669/1.jpg"
"Атифин","таблетки 250 мг, 14 шт.","КРКА, Словения","http://www.eapteka.ru/upload/offer_photo/208/873/1.gif"
"Риссет","таблетки 2 мг, 20 шт.","Тева, Израиль","http://www.eapteka.ru/upload/offer_photo/208/344/resized/230_230_1.jpg"
"Немулекс гранулы для суспезии для приема внутрь 100 мг/2 г","30 шт.","Сотекс, Россия","http://www.eapteka.ru/upload/offer_photo/237/660/resized/230_230_1.jpg"
"Кордафлекс РД","таблетки покрыт.об.с контр.высв. 40 мг 30 шт.","Эгис, Венгрия","http://www.eapteka.ru/upload/offer_photo/210/336/1.jpg"
"Диамерид","таблетки 3 мг, 30 шт.","Акрихин, Россия","http://www.eapteka.ru/upload/offer_photo/213/097/1.jpg"
"ВитаМишки Фокус+","пастилки, 30 шт.","Фарма-Мед, Канада","http://www.eapteka.ru/upload/offer_photo/221/027/resized/230_230_1.jpg"
"Компливит Триместрум 1","таблетки, 30 шт.","Фармстандарт-Уфавита, Россия","http://www.eapteka.ru/upload/offer_photo/212/879/1.jpg"
"Блоктран","таблетки 12,5 мг, 30 шт.","Фармстандарт, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Аспаркам","таблетки, 50 шт.","Фармапол-Волга, Россия","http://www.eapteka.ru/upload/offer_photo/233/443/resized/230_230_1.jpg"
"Комбифлокс","таблетки 500+200 мг, 10 шт.","Микро Лабс Лтд, Индия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Омез Инста","порошок для пригот.суспензии 20 мг пакетики 5 шт","Д-р Редди`с, Индия","http://www.eapteka.ru/upload/offer_photo/222/983/resized/230_230_1.jpg"
"Мигренол ПМ","таблетки, 16 шт.","Фоур Венчерс, США","http://www.eapteka.ru/upload/offer_photo/998/09/resized/230_230_1.png"
"КИП","флаконы 300 мг, 1 доза, 5 мл, 5 шт.","Микроген НПО, Россия","http://www.eapteka.ru/upload/offer_photo/204/088/1.jpg"
"Экталуст таблетки покрыт.плен.об. 10 мг 14 шт.","упак.","Канонфарма, Россия","http://www.eapteka.ru/upload/offer_photo/227/691/resized/230_230_1.jpg"
"Ксилометазолин","спрей 0.1% эвкалипт, 10 мл","Випс Мед Фирма, Россия","http://www.eapteka.ru/upload/offer_photo/224/551/resized/230_230_1.jpg"
"Рыбий жир Биафишенол","пищевой, капсулы 50 шт.","Дель Риос, Россия","http://www.eapteka.ru/upload/offer_photo/241/728/resized/230_230_1.jpg"
"Ронколейкин р-р для инфузий и п/кожн. введ. 1 мг/мл ампулы 1 мл","3 шт.","БИОТЕХ НПК, Россия","http://www.eapteka.ru/upload/offer_photo/445/56/resized/230_230_1.jpg"
"Лозарел Плюс","таблетки 50 мг+12.5 мг, 30 шт.","Сандоз, Швейцария","http://www.eapteka.ru/upload/offer_photo/218/167/1.jpg"
"Ревайтл Чесночные жемчужины","капсулы, 30 шт.","Ранбакси, Индия","http://www.eapteka.ru/upload/offer_photo/291/69/resized/230_230_1.jpg"
"Симвастатин Зентива","таблетки 40 мг, 28 шт.","Зентива, Чехия","http://www.eapteka.ru/upload/offer_photo/205/696/1.gif"
"Мовасин","ампулы 10 мг/мл 1,5 мл 5 шт.","Синтез АКОМП, Россия","http://www.eapteka.ru/upload/offer_photo/241/644/resized/230_230_1.jpg"
"Гидрокортизон","ампулы 2.5%, 2 мл, 10 шт.","Фармак, Украина","http://www.eapteka.ru/upload/offer_photo/228/047/resized/230_230_1.jpg"
"Солгар Бета-глюканы","таблетки, 60 шт.","Солгар, США","http://www.eapteka.ru/upload/offer_photo/216/674/resized/230_230_1.jpg"
"Анти-Ангин Формула","таблетки для рассасывания, 20 шт.","Херкель Б.В., Нидерланды","http://www.eapteka.ru/upload/offer_photo/103/052/resized/230_230_1.jpg"
"ГриппоФлю","пакетики со вкусом клюквы 13 г, 10 шт.","Марбиофарм, Россия","http://www.eapteka.ru/upload/offer_photo/222/780/resized/230_230_1.jpg"
"Целестодерм В с гарамицином","крем 0.1%, 15 г","Байер, Германия","http://www.eapteka.ru/upload/offer_photo/203/987/1.gif"
"Мукофитин","крем, 50 мл","Инфарма, Россия","http://www.eapteka.ru/upload/offer_photo/220/948/resized/230_230_1.jpg"
"Ниаспам","капсулы ретард 200 мг, 30 шт.","Сан Фармасьютикал, Индия","http://www.eapteka.ru/upload/offer_photo/218/171/resized/230_230_1.jpg"
"Визмед","гидрогель офтальмологический 0,3% 0,45 мл 20 шт.","ТРБ Чемедика АГ, Германия","http://www.eapteka.ru/upload/offer_photo/212/282/resized/230_230_1.jpg"
"Золототысячника трава","фильтр-пакеты 1,5 г, 20 шт.","Красногорсклексредства, Россия","http://www.eapteka.ru/upload/offer_photo/207/567/resized/230_230_1.jpg"
"Эколевид таблетки покрыт.плен.об. 500 мг","5 шт.","Авва Рус, Россия","http://www.eapteka.ru/upload/offer_photo/221/950/resized/230_230_1.jpg"
"Фуцикорт","крем для наружного применения 15 г","ЛЕО Лэбораторис Лимитед, Ирландия","http://www.eapteka.ru/upload/offer_photo/204/765/resized/230_230_1.jpg"
"Дилапрел","капсулы 2,5 мг, 28 шт.","Вертекс, Россия","http://www.eapteka.ru/upload/offer_photo/218/798/resized/230_230_1.jpg"
"Ременс","таблетки, 12 шт.","Рихард Биттнер АГ, Австрия","http://www.eapteka.ru/upload/offer_photo/210/355/1.jpg"
"Викалин","таблетки, 50 шт","Обновление, Россия","http://www.eapteka.ru/upload/offer_photo/242/878/1.jpg"
"Дулоксетин Канон капсулы киш.раств. 30 мг 14 шт.","упак.","Канонфарма, Россия","http://www.eapteka.ru/upload/offer_photo/255/956/resized/230_230_1.jpg"
"Инфагель","гель , 5 г","Вектор НПО, Россия","http://www.eapteka.ru/upload/offer_photo/469/98/1.jpg"
"АйЭнЭс (INS) Проставирекс (Prostavirex) капсулы 90 шт.","упак.","Лаборатории Инелдиа, Франция","http://www.eapteka.ru/upload/offer_photo/256/040/resized/230_230_1.jpg"
"Кетопрофен МВ","таблетки 150 мг, 20 шт.","Биоком, Россия","http://www.eapteka.ru/upload/offer_photo/218/820/1.jpg"
"Турамин Йод капсулы 90 шт.","упак.","ВИС, Россия","http://www.eapteka.ru/upload/offer_photo/247/780/resized/230_230_1.jpg"
"Отирелакс","капли ушные, 15 мл","Ромфарм, Румыния","http://www.eapteka.ru/upload/offer_photo/219/647/resized/230_230_1.jpg"
"Тулип","таблетки 10 мг, 30 шт.","Сандоз, Швейцария","http://www.eapteka.ru/upload/offer_photo/207/698/resized/230_230_1.jpg"
"Индапамид","капсулы 2,5 мг, 30 шт.","Озон, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Алпизарин мазь","2%  10 г","Фармцентр ВИЛАР ЗАО, Россия","http://www.eapteka.ru/upload/offer_photo/472/56/resized/230_230_1.jpg"
"Омнипак","флаконы 300 мг йода/мл , 50 мл , 10 шт.","ДжиИ Хэлскеа АС, Норвегия","http://www.eapteka.ru/upload/offer_photo/343/19/resized/230_230_1.jpg"
"Лидокаин","10% , 2 мл , 10 шт.","Биохимик Саранск, Россия","http://www.eapteka.ru/upload/offer_photo/235/857/1.jpg"
"Глицин","таблетки 100 мг, 50 шт.","Мосхимфармпрепараты, Россия","http://www.eapteka.ru/upload/offer_photo/677/34/resized/230_230_1.jpg"
"Пирогенал","свечи ректальные 100 мкг, 10 шт.","НИИ ЭМ им Гамалеи, Россия","http://www.eapteka.ru/upload/offer_photo/205/868/resized/230_230_1.jpg"
"Новокаинамид","таблетки 250 мг, 20 шт.","Органика, Россия","http://www.eapteka.ru/upload/offer_photo/758/87/resized/230_230_1.jpg"
"Драже Вечернее","50 шт.","Парафарм, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Превалин","спрей, 20 мл","ИнКьюфарм Европа Лимитед, Германия","http://www.eapteka.ru/upload/offer_photo/217/331/1.gif"
"Мультимакс","таблетки, 30 шт.","Юнифарм, США","http://www.eapteka.ru/upload/offer_photo/210/082/1.jpg"
"Флуконазол","капсулы 150 мг, 1 шт.","Биоком, Россия","http://www.eapteka.ru/upload/offer_photo/222/263/resized/230_230_1.jpg"
"АнвиМакс Клюква","пакетики 5 г, 3 шт.","ФармВИЛАР ФПК, Россия","http://www.eapteka.ru/upload/offer_photo/227/724/1.jpg"
"Кордафлекс","таблетки покрыт.плен.об. пролонг. 20 мг 30 шт.","Эгис, Венгрия","http://www.eapteka.ru/upload/offer_photo/206/081/resized/230_230_1.jpg"
"Омнипак","флаконы 300 мг йода/мл , 100 мл , 10 шт.","ДжиИ Хэлскеа АС, Норвегия","http://www.eapteka.ru/upload/offer_photo/302/49/resized/230_230_1.jpg"
"Презиста","таблетки 800 мг, 30 шт","Джонсон и Джонсон, Ирландия","http://www.eapteka.ru/upload/offer_photo/236/381/resized/230_230_1.png"
